path,label,split,label_idx
/content/dataset_images/train/train_0.jpg,0,train,0
/content/dataset_images/train/train_1.jpg,0,train,0
/content/dataset_images/train/train_2.jpg,0,train,0
/content/dataset_images/train/train_3.jpg,0,train,0
/content/dataset_images/train/train_4.jpg,0,train,0
/content/dataset_images/train/train_5.jpg,0,train,0
/content/dataset_images/train/train_6.jpg,0,train,0
/content/dataset_images/train/train_7.jpg,0,train,0
/content/dataset_images/train/train_8.jpg,0,train,0
/content/dataset_images/train/train_9.jpg,0,train,0
/content/dataset_images/train/train_10.jpg,0,train,0
/content/dataset_images/train/train_11.jpg,0,train,0
/content/dataset_images/train/train_12.jpg,0,train,0
/content/dataset_images/train/train_13.jpg,0,train,0
/content/dataset_images/train/train_14.jpg,0,train,0
/content/dataset_images/train/train_15.jpg,0,train,0
/content/dataset_images/train/train_16.jpg,0,train,0
/content/dataset_images/train/train_17.jpg,0,train,0
/content/dataset_images/train/train_18.jpg,0,train,0
/content/dataset_images/train/train_19.jpg,0,train,0
/content/dataset_images/train/train_20.jpg,0,train,0
/content/dataset_images/train/train_21.jpg,0,train,0
/content/dataset_images/train/train_22.jpg,0,train,0
/content/dataset_images/train/train_23.jpg,0,train,0
/content/dataset_images/train/train_24.jpg,0,train,0
/content/dataset_images/train/train_25.jpg,0,train,0
/content/dataset_images/train/train_26.jpg,0,train,0
/content/dataset_images/train/train_27.jpg,0,train,0
/content/dataset_images/train/train_28.jpg,0,train,0
/content/dataset_images/train/train_29.jpg,0,train,0
/content/dataset_images/train/train_30.jpg,0,train,0
/content/dataset_images/train/train_31.jpg,0,train,0
/content/dataset_images/train/train_32.jpg,0,train,0
/content/dataset_images/train/train_33.jpg,0,train,0
/content/dataset_images/train/train_34.jpg,0,train,0
/content/dataset_images/train/train_35.jpg,0,train,0
/content/dataset_images/train/train_36.jpg,0,train,0
/content/dataset_images/train/train_37.jpg,0,train,0
/content/dataset_images/train/train_38.jpg,0,train,0
/content/dataset_images/train/train_39.jpg,0,train,0
/content/dataset_images/train/train_40.jpg,0,train,0
/content/dataset_images/train/train_41.jpg,0,train,0
/content/dataset_images/train/train_42.jpg,0,train,0
/content/dataset_images/train/train_43.jpg,0,train,0
/content/dataset_images/train/train_44.jpg,0,train,0
/content/dataset_images/train/train_45.jpg,0,train,0
/content/dataset_images/train/train_46.jpg,0,train,0
/content/dataset_images/train/train_47.jpg,0,train,0
/content/dataset_images/train/train_48.jpg,0,train,0
/content/dataset_images/train/train_49.jpg,0,train,0
/content/dataset_images/train/train_50.jpg,0,train,0
/content/dataset_images/train/train_51.jpg,0,train,0
/content/dataset_images/train/train_52.jpg,0,train,0
/content/dataset_images/train/train_53.jpg,0,train,0
/content/dataset_images/train/train_54.jpg,0,train,0
